COUNTRY,amount,year,UNIT_TYPE_DESCR
MX,2334,2013,"Non-Kyoto Unit"
AZ,5149,2017,"Non-Kyoto Unit"
UA,22935,2018,"Non-Kyoto Unit"
UA,15949,2016,"Non-Kyoto Unit"
IL,14647,2017,"Non-Kyoto Unit"
AW,2293,2017,"Non-Kyoto Unit"
VI,15,2013,"Non-Kyoto Unit"
VG,1437,2016,"Non-Kyoto Unit"
MD,6882,2014,"Non-Kyoto Unit"
LI,1897,2013,"Non-Kyoto Unit"
UA,13157,2017,"Non-Kyoto Unit"
KR,37044,2019,"Non-Kyoto Unit"
TN,4840,2016,"Non-Kyoto Unit"
SA,5242,2013,"Non-Kyoto Unit"
ME,182,2017,"Non-Kyoto Unit"
KR,37324,2018,"Non-Kyoto Unit"
SG,251616722,2016,"Non-Kyoto Unit"
SG,159142997,2017,"Non-Kyoto Unit"
IN,75,2019,"Non-Kyoto Unit"
RU,103418,2019,"Non-Kyoto Unit"
KY,3212463,2019,"Non-Kyoto Unit"
HK,888,2019,"Non-Kyoto Unit"
MD,4536,2018,"Non-Kyoto Unit"
BR,879,2019,"Non-Kyoto Unit"
MT,1211227,2017,"Non-Kyoto Unit"
GG,326,2019,"Non-Kyoto Unit"
SG,228814091,2018,"Non-Kyoto Unit"
SG,52362204,2019,"Non-Kyoto Unit"
BM,6259,2016,"Non-Kyoto Unit"
AE,3801,2016,"Non-Kyoto Unit"
PK,533689,2013,"Non-Kyoto Unit"
LU,778497,2012,"Non-Kyoto Unit"
CA,484044,2014,"Non-Kyoto Unit"
KY,2998341,2015,"Non-Kyoto Unit"
MT,6774538,2010,"Non-Kyoto Unit"
,17434564,2010,"Non-Kyoto Unit"
,8005287,2011,"Non-Kyoto Unit"
,6611288061,2007,"Non-Kyoto Unit"
LU,5697948491,2007,"Non-Kyoto Unit"
PT,11939743292,2007,"Non-Kyoto Unit"
GB,10490262021,2007,"Non-Kyoto Unit"
FR,8325082122,2007,"Non-Kyoto Unit"
ES,13055775537,2007,"Non-Kyoto Unit"
DK,5601929488,2007,"Non-Kyoto Unit"
SK,4672994313,2007,"Non-Kyoto Unit"
IT,5801952751,2007,"Non-Kyoto Unit"
FI,7583029700,2007,"Non-Kyoto Unit"
PL,8239223419,2007,"Non-Kyoto Unit"
DE,9469060561,2007,"Non-Kyoto Unit"
SE,7685473318,2007,"Non-Kyoto Unit"
NL,13532480636,2007,"Non-Kyoto Unit"
LI,4424123010,2007,"Non-Kyoto Unit"
LV,6366903169,2007,"Non-Kyoto Unit"
NO,6718493362,2007,"Non-Kyoto Unit"
CZ,7269493199,2007,"Non-Kyoto Unit"
BG,6592713590,2007,"Non-Kyoto Unit"
,3930696606,2008,"Non-Kyoto Unit"
LU,4249443206,2008,"Non-Kyoto Unit"
PT,8364819622,2008,"Non-Kyoto Unit"
GB,7809877574,2008,"Non-Kyoto Unit"
FR,4708592443,2008,"Non-Kyoto Unit"
ES,8531208388,2008,"Non-Kyoto Unit"
DK,3383332056,2008,"Non-Kyoto Unit"
SK,4253654056,2008,"Non-Kyoto Unit"
IT,2824969598,2008,"Non-Kyoto Unit"
FI,5117490854,2008,"Non-Kyoto Unit"
PL,4612639986,2008,"Non-Kyoto Unit"
DE,5358341645,2008,"Non-Kyoto Unit"
SE,4970587491,2008,"Non-Kyoto Unit"
NL,9758257488,2008,"Non-Kyoto Unit"
LI,2382114508,2008,"Non-Kyoto Unit"
LV,4742335038,2008,"Non-Kyoto Unit"
NO,4835677055,2008,"Non-Kyoto Unit"
CZ,4526708752,2008,"Non-Kyoto Unit"
BG,4862944932,2008,"Non-Kyoto Unit"
,8261793359,2006,"Non-Kyoto Unit"
LU,7156412420,2006,"Non-Kyoto Unit"
PT,14523468231,2006,"Non-Kyoto Unit"
GB,13667519366,2006,"Non-Kyoto Unit"
FR,9793306379,2006,"Non-Kyoto Unit"
ES,15730842426,2006,"Non-Kyoto Unit"
DK,7330767722,2006,"Non-Kyoto Unit"
SK,6042651836,2006,"Non-Kyoto Unit"
IT,7352711615,2006,"Non-Kyoto Unit"
FI,9306235213,2006,"Non-Kyoto Unit"
PL,9546127869,2006,"Non-Kyoto Unit"
DE,11289617889,2006,"Non-Kyoto Unit"
SE,9196056233,2006,"Non-Kyoto Unit"
NL,16697552568,2006,"Non-Kyoto Unit"
LI,5642689581,2006,"Non-Kyoto Unit"
LV,7964921711,2006,"Non-Kyoto Unit"
NO,8441625635,2006,"Non-Kyoto Unit"
CZ,8656431257,2006,"Non-Kyoto Unit"
BG,8180756164,2006,"Non-Kyoto Unit"
AT,4514959779,2008,"Non-Kyoto Unit"
CY,3396248288,2008,"Non-Kyoto Unit"
GR,6161400492,2008,"Non-Kyoto Unit"
IE,4262127342,2008,"Non-Kyoto Unit"
HU,4571326025,2008,"Non-Kyoto Unit"
LT,6357627397,2008,"Non-Kyoto Unit"
EE,6137769567,2008,"Non-Kyoto Unit"
AT,6020794417,2007,"Non-Kyoto Unit"
CY,2699789735,2007,"Non-Kyoto Unit"
GR,6591523330,2007,"Non-Kyoto Unit"
IE,5536834187,2007,"Non-Kyoto Unit"
HU,6213754309,2007,"Non-Kyoto Unit"
LT,7588820409,2007,"Non-Kyoto Unit"
EE,7242763621,2007,"Non-Kyoto Unit"
AT,6303017457,2006,"Non-Kyoto Unit"
CY,2584681266,2006,"Non-Kyoto Unit"
GR,7044238630,2006,"Non-Kyoto Unit"
IE,5802367874,2006,"Non-Kyoto Unit"
HU,6513431713,2006,"Non-Kyoto Unit"
LT,7794889950,2006,"Non-Kyoto Unit"
EE,7389689861,2006,"Non-Kyoto Unit"
SI,4088454530,2006,"Non-Kyoto Unit"
SI,2387220560,2008,"Non-Kyoto Unit"
SI,3887441680,2007,"Non-Kyoto Unit"
,7087065907,2005,"Non-Kyoto Unit"
GB,13721061072,2005,"Non-Kyoto Unit"
NL,12332181689,2005,"Non-Kyoto Unit"
SE,7332059328,2005,"Non-Kyoto Unit"
GR,3232333478,2005,"Non-Kyoto Unit"
SI,2987804525,2005,"Non-Kyoto Unit"
FI,7292311287,2005,"Non-Kyoto Unit"
DK,6421796156,2005,"Non-Kyoto Unit"
HU,3353829287,2005,"Non-Kyoto Unit"
AT,3263529848,2005,"Non-Kyoto Unit"
LT,3980578678,2005,"Non-Kyoto Unit"
BG,6027133551,2005,"Non-Kyoto Unit"
EE,3757698532,2005,"Non-Kyoto Unit"
IE,2789495620,2005,"Non-Kyoto Unit"
DE,8194672704,2005,"Non-Kyoto Unit"
IT,5794978170,2005,"Non-Kyoto Unit"
LV,5710042714,2005,"Non-Kyoto Unit"
NO,6143810752,2005,"Non-Kyoto Unit"
RO,724149787,2008,"Non-Kyoto Unit"
FR,6568356354,2005,"Non-Kyoto Unit"
ES,11109004414,2005,"Non-Kyoto Unit"
PL,6941404346,2005,"Non-Kyoto Unit"
BE,823782389,2008,"Non-Kyoto Unit"
BE,2227562304,2007,"Non-Kyoto Unit"
BE,2638984994,2006,"Non-Kyoto Unit"
RO,1581957950,2006,"Non-Kyoto Unit"
HK,1615522,2008,"Non-Kyoto Unit"
BE,1430119922,2005,"Non-Kyoto Unit"
CZ,5699727255,2005,"Non-Kyoto Unit"
RO,1170080600,2007,"Non-Kyoto Unit"
US,74772817,2007,"Non-Kyoto Unit"
CH,177519326,2006,"Non-Kyoto Unit"
PT,9832160026,2005,"Non-Kyoto Unit"
SK,3908070203,2005,"Non-Kyoto Unit"
RO,776149192,2005,"Non-Kyoto Unit"
CH,163584435,2007,"Non-Kyoto Unit"
CY,134668413,2005,"Non-Kyoto Unit"
KY,30012834,2007,"Non-Kyoto Unit"
LI,4341375880,2005,"Non-Kyoto Unit"
LU,4691401217,2005,"Non-Kyoto Unit"
US,9764150,2008,"Non-Kyoto Unit"
HR,241721,2008,"Non-Kyoto Unit"
SC,1716325,2006,"Non-Kyoto Unit"
KY,22728601,2006,"Non-Kyoto Unit"
MT,13796396,2007,"Non-Kyoto Unit"
CH,16248327,2008,"Non-Kyoto Unit"
HK,9593344,2007,"Non-Kyoto Unit"
AE,13637733,2007,"Non-Kyoto Unit"
KY,13904757,2005,"Non-Kyoto Unit"
BM,11966799,2007,"Non-Kyoto Unit"
MY,10678946,2006,"Non-Kyoto Unit"
AE,7332494,2008,"Non-Kyoto Unit"
US,75399893,2006,"Non-Kyoto Unit"
BM,1706156,2008,"Non-Kyoto Unit"
SG,25328784,2007,"Non-Kyoto Unit"
SG,6575582,2008,"Non-Kyoto Unit"
MY,2384887,2008,"Non-Kyoto Unit"
AU,88728,2008,"Non-Kyoto Unit"
BS,169755,2008,"Non-Kyoto Unit"
AE,12964202,2006,"Non-Kyoto Unit"
BM,12058851,2006,"Non-Kyoto Unit"
CA,121137,2008,"Non-Kyoto Unit"
VG,154418,2008,"Non-Kyoto Unit"
CH,112041932,2005,"Non-Kyoto Unit"
IL,791556,2006,"Non-Kyoto Unit"
BS,3922475,2007,"Non-Kyoto Unit"
SG,23974293,2006,"Non-Kyoto Unit"
TR,53792288,2006,"Non-Kyoto Unit"
TR,56502872,2007,"Non-Kyoto Unit"
BS,7829013,2006,"Non-Kyoto Unit"
IL,642489,2007,"Non-Kyoto Unit"
TR,5153421,2005,"Non-Kyoto Unit"
TR,2431863,2008,"Non-Kyoto Unit"
JE,266214,2008,"Non-Kyoto Unit"
HK,8863367,2006,"Non-Kyoto Unit"
AE,7442911,2005,"Non-Kyoto Unit"
KR,1600312,2006,"Non-Kyoto Unit"
HK,7066177,2005,"Non-Kyoto Unit"
CN,313497,2005,"Non-Kyoto Unit"
US,39720054,2005,"Non-Kyoto Unit"
SG,18772020,2005,"Non-Kyoto Unit"
SC,290416,2008,"Non-Kyoto Unit"
LB,2482997,2007,"Non-Kyoto Unit"
CA,753068,2007,"Non-Kyoto Unit"
LB,3113056,2006,"Non-Kyoto Unit"
KY,8559371,2008,"Non-Kyoto Unit"
AU,1027754,2007,"Non-Kyoto Unit"
IM,97285,2007,"Non-Kyoto Unit"
CA,1345064,2006,"Non-Kyoto Unit"
MT,3503255,2008,"Non-Kyoto Unit"
HR,11841931,2007,"Non-Kyoto Unit"
ME,17408,2008,"Non-Kyoto Unit"
JP,179140,2008,"Non-Kyoto Unit"
BS,2692507,2005,"Non-Kyoto Unit"
AU,1019300,2006,"Non-Kyoto Unit"
KR,4165569,2008,"Non-Kyoto Unit"
KR,2197888,2007,"Non-Kyoto Unit"
IL,224959,2008,"Non-Kyoto Unit"
JE,3361175,2007,"Non-Kyoto Unit"
JP,4556097,2007,"Non-Kyoto Unit"
HR,16353017,2006,"Non-Kyoto Unit"
MY,5508268,2005,"Non-Kyoto Unit"
HR,7309036,2005,"Non-Kyoto Unit"
SC,675605,2005,"Non-Kyoto Unit"
KN,136265,2006,"Non-Kyoto Unit"
PK,144156,2006,"Non-Kyoto Unit"
PK,106760,2007,"Non-Kyoto Unit"
TC,105644,2007,"Non-Kyoto Unit"
ME,289113,2006,"Non-Kyoto Unit"
CA,315367,2005,"Non-Kyoto Unit"
JE,1733395,2005,"Non-Kyoto Unit"
AU,329221,2005,"Non-Kyoto Unit"
TC,83781,2005,"Non-Kyoto Unit"
JP,4314480,2006,"Non-Kyoto Unit"
ME,823224,2007,"Non-Kyoto Unit"
SC,1349207,2007,"Non-Kyoto Unit"
BB,457295,2006,"Non-Kyoto Unit"
BB,531627,2007,"Non-Kyoto Unit"
LB,1725269,2005,"Non-Kyoto Unit"
ZA,56450,2006,"Non-Kyoto Unit"
CN,203302,2006,"Non-Kyoto Unit"
MY,8310495,2007,"Non-Kyoto Unit"
JE,1822158,2006,"Non-Kyoto Unit"
NZ,86104,2006,"Non-Kyoto Unit"
IM,106379,2006,"Non-Kyoto Unit"
DK,2865847941,2012,"AAU - Assigned Amount Unit"
,14071438181,2015,"AAU - Assigned Amount Unit"
LU,797953631,2015,"AAU - Assigned Amount Unit"
PT,2618785230,2015,"AAU - Assigned Amount Unit"
GB,8783377613,2015,"AAU - Assigned Amount Unit"
FR,8335405947,2015,"AAU - Assigned Amount Unit"
ES,5198494938,2015,"AAU - Assigned Amount Unit"
DK,8196808768,2015,"AAU - Assigned Amount Unit"
SK,7376227181,2015,"AAU - Assigned Amount Unit"
IT,4506267157,2015,"AAU - Assigned Amount Unit"
FI,8852688341,2015,"AAU - Assigned Amount Unit"
PL,9027179677,2015,"AAU - Assigned Amount Unit"
DE,10861514858,2015,"AAU - Assigned Amount Unit"
SE,8197276304,2015,"AAU - Assigned Amount Unit"
NL,11200614630,2015,"AAU - Assigned Amount Unit"
LI,795774018,2015,"AAU - Assigned Amount Unit"
LV,8372502826,2015,"AAU - Assigned Amount Unit"
NO,1329492708,2015,"AAU - Assigned Amount Unit"
CZ,7842568265,2015,"AAU - Assigned Amount Unit"
BG,8168396237,2015,"AAU - Assigned Amount Unit"
AT,8489705029,2015,"AAU - Assigned Amount Unit"
CY,6545946628,2015,"AAU - Assigned Amount Unit"
GR,8366687086,2015,"AAU - Assigned Amount Unit"
IE,7986630238,2015,"AAU - Assigned Amount Unit"
HU,8840898176,2015,"AAU - Assigned Amount Unit"
LT,8730343921,2015,"AAU - Assigned Amount Unit"
EE,7633292681,2015,"AAU - Assigned Amount Unit"
,1318400419,2013,"AAU - Assigned Amount Unit"
GB,2126530248,2013,"AAU - Assigned Amount Unit"
NL,2473270173,2013,"AAU - Assigned Amount Unit"
SE,1270438453,2013,"AAU - Assigned Amount Unit"
GR,782748864,2013,"AAU - Assigned Amount Unit"
SI,142201601,2013,"AAU - Assigned Amount Unit"
FI,1273793163,2013,"AAU - Assigned Amount Unit"
DK,871740621,2013,"AAU - Assigned Amount Unit"
HU,952642778,2013,"AAU - Assigned Amount Unit"
AT,885871068,2013,"AAU - Assigned Amount Unit"
LT,1205076050,2013,"AAU - Assigned Amount Unit"
BG,1143572121,2013,"AAU - Assigned Amount Unit"
EE,1179785755,2013,"AAU - Assigned Amount Unit"
IE,742434937,2013,"AAU - Assigned Amount Unit"
DE,1281969598,2013,"AAU - Assigned Amount Unit"
IT,965593507,2013,"AAU - Assigned Amount Unit"
LV,1171116418,2013,"AAU - Assigned Amount Unit"
NO,1047485856,2013,"AAU - Assigned Amount Unit"
LU,963119352,2013,"AAU - Assigned Amount Unit"
PT,2021555756,2013,"AAU - Assigned Amount Unit"
FR,1233827613,2013,"AAU - Assigned Amount Unit"
ES,2076623107,2013,"AAU - Assigned Amount Unit"
SK,999318809,2013,"AAU - Assigned Amount Unit"
PL,1237125599,2013,"AAU - Assigned Amount Unit"
LI,911757874,2013,"AAU - Assigned Amount Unit"
CZ,1202856751,2013,"AAU - Assigned Amount Unit"
SI,546427524,2015,"AAU - Assigned Amount Unit"
CY,500608617,2013,"AAU - Assigned Amount Unit"
BE,8915327459,2015,"AAU - Assigned Amount Unit"
RO,354466832,2013,"AAU - Assigned Amount Unit"
BE,2130314335,2013,"AAU - Assigned Amount Unit"
RO,1940193791,2015,"AAU - Assigned Amount Unit"
GB,604308720,2014,"AAU - Assigned Amount Unit"
DE,408643293,2014,"AAU - Assigned Amount Unit"
FR,408674594,2014,"AAU - Assigned Amount Unit"
PL,408618789,2014,"AAU - Assigned Amount Unit"
SE,403564721,2014,"AAU - Assigned Amount Unit"
ES,423015053,2014,"AAU - Assigned Amount Unit"
,44904872895,2008,"AAU - Assigned Amount Unit"
LU,27849244712,2008,"AAU - Assigned Amount Unit"
PT,51320703006,2008,"AAU - Assigned Amount Unit"
GB,65095477738,2008,"AAU - Assigned Amount Unit"
FR,31708913871,2008,"AAU - Assigned Amount Unit"
ES,55686247924,2008,"AAU - Assigned Amount Unit"
DK,33309057762,2008,"AAU - Assigned Amount Unit"
SK,22659431014,2008,"AAU - Assigned Amount Unit"
IT,29703992508,2008,"AAU - Assigned Amount Unit"
FI,33737387085,2008,"AAU - Assigned Amount Unit"
PL,30713876377,2008,"AAU - Assigned Amount Unit"
DE,37016550907,2008,"AAU - Assigned Amount Unit"
SE,35104702842,2008,"AAU - Assigned Amount Unit"
NL,66251902464,2008,"AAU - Assigned Amount Unit"
LI,27006961770,2008,"AAU - Assigned Amount Unit"
LV,32669077811,2008,"AAU - Assigned Amount Unit"
NO,31409936660,2008,"AAU - Assigned Amount Unit"
CZ,27096936384,2008,"AAU - Assigned Amount Unit"
BG,32822346687,2008,"AAU - Assigned Amount Unit"
GR,11188596217,2008,"AAU - Assigned Amount Unit"
SI,7021823636,2008,"AAU - Assigned Amount Unit"
LT,14306398470,2008,"AAU - Assigned Amount Unit"
AT,11391636523,2008,"AAU - Assigned Amount Unit"
IE,11084505676,2008,"AAU - Assigned Amount Unit"
EE,13100927751,2008,"AAU - Assigned Amount Unit"
HU,11458743524,2008,"AAU - Assigned Amount Unit"
,8800266141,2012,"AAU - Assigned Amount Unit"
GB,7824945476,2012,"AAU - Assigned Amount Unit"
NL,6973608506,2012,"AAU - Assigned Amount Unit"
SE,4370902871,2012,"AAU - Assigned Amount Unit"
GR,3687778729,2012,"AAU - Assigned Amount Unit"
SI,852052907,2012,"AAU - Assigned Amount Unit"
FI,4686640627,2012,"AAU - Assigned Amount Unit"
HU,4074247318,2012,"AAU - Assigned Amount Unit"
AT,3869845299,2012,"AAU - Assigned Amount Unit"
LT,5324797392,2012,"AAU - Assigned Amount Unit"
BG,3982934556,2012,"AAU - Assigned Amount Unit"
EE,5030325840,2012,"AAU - Assigned Amount Unit"
IE,3473824650,2012,"AAU - Assigned Amount Unit"
DE,6163728277,2012,"AAU - Assigned Amount Unit"
IT,3183752249,2012,"AAU - Assigned Amount Unit"
LV,3721186350,2012,"AAU - Assigned Amount Unit"
NO,2686074396,2012,"AAU - Assigned Amount Unit"
,10771297396,2011,"AAU - Assigned Amount Unit"
LU,2836240738,2011,"AAU - Assigned Amount Unit"
PT,5826869657,2011,"AAU - Assigned Amount Unit"
GB,9915619649,2011,"AAU - Assigned Amount Unit"
FR,5592974983,2011,"AAU - Assigned Amount Unit"
ES,6996933429,2011,"AAU - Assigned Amount Unit"
DK,2564946881,2011,"AAU - Assigned Amount Unit"
SK,3685538346,2011,"AAU - Assigned Amount Unit"
IT,4956046725,2011,"AAU - Assigned Amount Unit"
FI,4821555193,2011,"AAU - Assigned Amount Unit"
PL,5267591677,2011,"AAU - Assigned Amount Unit"
DE,7416474902,2011,"AAU - Assigned Amount Unit"
SE,4897584484,2011,"AAU - Assigned Amount Unit"
NL,8145585005,2011,"AAU - Assigned Amount Unit"
LI,2507967504,2011,"AAU - Assigned Amount Unit"
LV,4034485025,2011,"AAU - Assigned Amount Unit"
NO,3409244714,2011,"AAU - Assigned Amount Unit"
CZ,4548950618,2011,"AAU - Assigned Amount Unit"
BG,4210651767,2011,"AAU - Assigned Amount Unit"
LU,2083716971,2012,"AAU - Assigned Amount Unit"
PT,4400409999,2012,"AAU - Assigned Amount Unit"
FR,4903339546,2012,"AAU - Assigned Amount Unit"
ES,5653343714,2012,"AAU - Assigned Amount Unit"
SK,3590827486,2012,"AAU - Assigned Amount Unit"
PL,4504357301,2012,"AAU - Assigned Amount Unit"
LI,1828480652,2012,"AAU - Assigned Amount Unit"
CZ,4244524148,2012,"AAU - Assigned Amount Unit"
US,36188883,2012,"AAU - Assigned Amount Unit"
US,194863,2013,"AAU - Assigned Amount Unit"
JE,10994313,2012,"AAU - Assigned Amount Unit"
,11858456980,2010,"AAU - Assigned Amount Unit"
,10402339296,2009,"AAU - Assigned Amount Unit"
BE,2522496941,2011,"AAU - Assigned Amount Unit"
HU,4406353954,2011,"AAU - Assigned Amount Unit"
RO,1059339979,2011,"AAU - Assigned Amount Unit"
BE,2766558566,2012,"AAU - Assigned Amount Unit"
CH,263338498,2012,"AAU - Assigned Amount Unit"
GR,3972609895,2011,"AAU - Assigned Amount Unit"
AT,4254023789,2011,"AAU - Assigned Amount Unit"
IE,3901192775,2011,"AAU - Assigned Amount Unit"
EE,6027013794,2011,"AAU - Assigned Amount Unit"
LT,6340036564,2011,"AAU - Assigned Amount Unit"
SI,937177293,2011,"AAU - Assigned Amount Unit"
CH,162307489,2015,"AAU - Assigned Amount Unit"
AT,5434051772,2010,"AAU - Assigned Amount Unit"
BE,3854057391,2010,"AAU - Assigned Amount Unit"
LU,3264973042,2010,"AAU - Assigned Amount Unit"
BG,5385663778,2010,"AAU - Assigned Amount Unit"
GB,11905135626,2010,"AAU - Assigned Amount Unit"
GR,5154782144,2010,"AAU - Assigned Amount Unit"
NO,3868461819,2010,"AAU - Assigned Amount Unit"
RO,1330063249,2010,"AAU - Assigned Amount Unit"
NL,10036829501,2010,"AAU - Assigned Amount Unit"
IE,4980644166,2010,"AAU - Assigned Amount Unit"
EE,7461412619,2010,"AAU - Assigned Amount Unit"
HU,5833076643,2010,"AAU - Assigned Amount Unit"
LT,7806356203,2010,"AAU - Assigned Amount Unit"
LV,5101969201,2010,"AAU - Assigned Amount Unit"
FI,6272899344,2010,"AAU - Assigned Amount Unit"
DK,3410163870,2010,"AAU - Assigned Amount Unit"
DE,9560680315,2010,"AAU - Assigned Amount Unit"
PT,6827334173,2010,"AAU - Assigned Amount Unit"
SE,6413255111,2010,"AAU - Assigned Amount Unit"
ES,8456550854,2010,"AAU - Assigned Amount Unit"
PL,6929328962,2010,"AAU - Assigned Amount Unit"
SI,869486162,2010,"AAU - Assigned Amount Unit"
SK,4979277989,2010,"AAU - Assigned Amount Unit"
FR,7399311124,2010,"AAU - Assigned Amount Unit"
CZ,6298405884,2010,"AAU - Assigned Amount Unit"
RO,1616033719,2012,"AAU - Assigned Amount Unit"
CZ,412925352,2014,"AAU - Assigned Amount Unit"
NL,403188392,2014,"AAU - Assigned Amount Unit"
LU,3885482288,2009,"AAU - Assigned Amount Unit"
PT,7959104532,2009,"AAU - Assigned Amount Unit"
GB,15540746812,2009,"AAU - Assigned Amount Unit"
FR,8438288469,2009,"AAU - Assigned Amount Unit"
ES,9628058485,2009,"AAU - Assigned Amount Unit"
DK,3666549703,2009,"AAU - Assigned Amount Unit"
SK,3137779784,2009,"AAU - Assigned Amount Unit"
IT,6628182977,2009,"AAU - Assigned Amount Unit"
FI,5609755305,2009,"AAU - Assigned Amount Unit"
PL,6463819069,2009,"AAU - Assigned Amount Unit"
DE,11899611933,2009,"AAU - Assigned Amount Unit"
SE,5446044778,2009,"AAU - Assigned Amount Unit"
NL,9977081162,2009,"AAU - Assigned Amount Unit"
LI,3478462508,2009,"AAU - Assigned Amount Unit"
LV,4414255587,2009,"AAU - Assigned Amount Unit"
NO,4391282120,2009,"AAU - Assigned Amount Unit"
CZ,5294635547,2009,"AAU - Assigned Amount Unit"
BG,4631569884,2009,"AAU - Assigned Amount Unit"
IT,5045060968,2010,"AAU - Assigned Amount Unit"
LI,2981535972,2010,"AAU - Assigned Amount Unit"
AT,4177759436,2009,"AAU - Assigned Amount Unit"
BE,2154418529,2009,"AAU - Assigned Amount Unit"
GR,3789200288,2009,"AAU - Assigned Amount Unit"
RO,1184021333,2009,"AAU - Assigned Amount Unit"
IE,3715950779,2009,"AAU - Assigned Amount Unit"
EE,4939455139,2009,"AAU - Assigned Amount Unit"
HU,4465994508,2009,"AAU - Assigned Amount Unit"
LT,5305492757,2009,"AAU - Assigned Amount Unit"
SI,1956643520,2009,"AAU - Assigned Amount Unit"
CY,1646934932,2009,"AAU - Assigned Amount Unit"
CY,3986963866,2010,"AAU - Assigned Amount Unit"
CY,2821044091,2011,"AAU - Assigned Amount Unit"
CY,2637015937,2012,"AAU - Assigned Amount Unit"
,25442082,2014,"AAU - Assigned Amount Unit"
GR,418461,2014,"AAU - Assigned Amount Unit"
SI,391591,2014,"AAU - Assigned Amount Unit"
FI,196691539,2014,"AAU - Assigned Amount Unit"
DK,215700837,2014,"AAU - Assigned Amount Unit"
HU,210736701,2014,"AAU - Assigned Amount Unit"
AT,25552793,2014,"AAU - Assigned Amount Unit"
LT,446286,2014,"AAU - Assigned Amount Unit"
BG,191646241,2014,"AAU - Assigned Amount Unit"
EE,453160,2014,"AAU - Assigned Amount Unit"
IE,429165,2014,"AAU - Assigned Amount Unit"
IT,132523886,2014,"AAU - Assigned Amount Unit"
LV,408533,2014,"AAU - Assigned Amount Unit"
NO,436010,2014,"AAU - Assigned Amount Unit"
PT,19862473,2014,"AAU - Assigned Amount Unit"
LU,396258,2014,"AAU - Assigned Amount Unit"
LI,396258,2014,"AAU - Assigned Amount Unit"
PT,983588,2017,"AAU - Assigned Amount Unit"
SE,2991794,2017,"AAU - Assigned Amount Unit"
LV,2991794,2017,"AAU - Assigned Amount Unit"
LU,2991794,2017,"AAU - Assigned Amount Unit"
FR,491794,2017,"AAU - Assigned Amount Unit"
ES,983588,2017,"AAU - Assigned Amount Unit"
GR,2762565,2017,"AAU - Assigned Amount Unit"
SI,262565,2017,"AAU - Assigned Amount Unit"
BG,2991794,2017,"AAU - Assigned Amount Unit"
LT,2762565,2017,"AAU - Assigned Amount Unit"
IT,491794,2017,"AAU - Assigned Amount Unit"
PL,491794,2017,"AAU - Assigned Amount Unit"
AT,2762565,2017,"AAU - Assigned Amount Unit"
LI,2991794,2017,"AAU - Assigned Amount Unit"
DK,2991794,2017,"AAU - Assigned Amount Unit"
DE,2991794,2017,"AAU - Assigned Amount Unit"
IE,2762565,2017,"AAU - Assigned Amount Unit"
EE,2762565,2017,"AAU - Assigned Amount Unit"
HU,2762565,2017,"AAU - Assigned Amount Unit"
,2991794,2017,"AAU - Assigned Amount Unit"
NL,5983588,2017,"AAU - Assigned Amount Unit"
FI,2991794,2017,"AAU - Assigned Amount Unit"
NO,2991794,2017,"AAU - Assigned Amount Unit"
CZ,491794,2017,"AAU - Assigned Amount Unit"
,569874,2016,"AAU - Assigned Amount Unit"
DE,569724,2016,"AAU - Assigned Amount Unit"
BE,300,2016,"AAU - Assigned Amount Unit"
FR,564338,2016,"AAU - Assigned Amount Unit"
GR,5686,2016,"AAU - Assigned Amount Unit"
NL,1139298,2016,"AAU - Assigned Amount Unit"
SE,569724,2016,"AAU - Assigned Amount Unit"
AT,5686,2016,"AAU - Assigned Amount Unit"
DK,569724,2016,"AAU - Assigned Amount Unit"
IE,5686,2016,"AAU - Assigned Amount Unit"
EE,5686,2016,"AAU - Assigned Amount Unit"
HU,5686,2016,"AAU - Assigned Amount Unit"
LT,5686,2016,"AAU - Assigned Amount Unit"
LV,569724,2016,"AAU - Assigned Amount Unit"
FI,569724,2016,"AAU - Assigned Amount Unit"
PL,564338,2016,"AAU - Assigned Amount Unit"
LI,569724,2016,"AAU - Assigned Amount Unit"
BG,569724,2016,"AAU - Assigned Amount Unit"
SK,564188,2016,"AAU - Assigned Amount Unit"
CZ,564338,2016,"AAU - Assigned Amount Unit"
NO,569724,2016,"AAU - Assigned Amount Unit"
CH,404368272,2009,"AAU - Assigned Amount Unit"
CH,474335732,2010,"AAU - Assigned Amount Unit"
CH,292320664,2011,"AAU - Assigned Amount Unit"
CH,24840788,2013,"AAU - Assigned Amount Unit"
CY,548957314,2008,"AAU - Assigned Amount Unit"
BE,4076392703,2008,"AAU - Assigned Amount Unit"
RO,4004690363,2008,"AAU - Assigned Amount Unit"
ME,128389,2011,"AAU - Assigned Amount Unit"
HK,143997368,2009,"AAU - Assigned Amount Unit"
KY,2801929,2012,"AAU - Assigned Amount Unit"
CH,115383009,2008,"AAU - Assigned Amount Unit"
HK,12129436,2010,"AAU - Assigned Amount Unit"
HK,6183691,2011,"AAU - Assigned Amount Unit"
US,214987981,2010,"AAU - Assigned Amount Unit"
LB,3578290,2011,"AAU - Assigned Amount Unit"
HR,14048132,2010,"AAU - Assigned Amount Unit"
JP,1388262,2011,"AAU - Assigned Amount Unit"
MY,989218,2011,"AAU - Assigned Amount Unit"
US,190871621,2009,"AAU - Assigned Amount Unit"
BS,17283696,2009,"AAU - Assigned Amount Unit"
