COUNTRY,amount,year,UNIT_TYPE_DESCR
FI,358855479,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
GR,259941290,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,164045712,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
BG,271094228,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
FR,521962669,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
CZ,302689369,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
DE,156136665,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
IT,30637702,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
CA,1308580,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,103382588,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
PL,763807935,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
SE,562485722,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,5834428,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
IT,319088876,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
DE,164497684,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
BE,35855397,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
PT,118416910,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
DK,23493069,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
AT,63500253,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
GB,189635800,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
FR,94364894,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
IE,58098087,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
GR,58515639,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
NL,160365006,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
ES,149442101,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
PL,120015442,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
FI,83951013,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,16403692,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
HU,66733363,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
CZ,66212005,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
NO,65117815,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
SK,53583186,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
SE,75312689,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
SE,466706359,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
DE,716828709,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
NL,739488318,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
ES,564120043,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
FR,523511304,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
PL,490691370,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
FI,493034523,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
GB,710804651,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
IT,366817895,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
BE,487429018,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
PT,432775483,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
NO,339279355,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
CZ,470235176,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
DK,323550119,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
FI,496568369,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
SK,353693836,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
ES,837710358,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,259887110,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
IE,253754832,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
AT,302898090,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
NO,28578981,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
DE,93324821,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
GB,155318327,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,68989392,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,51373996,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
FR,73675186,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
GB,159203465,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
ES,95925321,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
SE,58352804,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
PL,68464659,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,2944058,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
IE,344879479,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,3905810,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
PT,298016060,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
DK,362842152,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
AT,327996698,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
NO,212403876,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
CZ,432391875,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
SK,309374279,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
NL,709695526,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
GR,380499611,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
IT,43502758,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
LT,447433174,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
KR,3757382,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
,12757,2016,"ERU - Converted from an RMU"
BE,50302,2016,"ERU - Converted from an RMU"
DE,37545,2016,"ERU - Converted from an RMU"
PT,12757,2016,"ERU - Converted from an RMU"
ES,37545,2016,"ERU - Converted from an RMU"
FR,37545,2016,"ERU - Converted from an RMU"
CZ,12757,2016,"ERU - Converted from an RMU"
PL,37545,2016,"ERU - Converted from an RMU"
GB,37545,2016,"ERU - Converted from an RMU"
SE,37545,2016,"ERU - Converted from an RMU"
DK,12757,2016,"ERU - Converted from an RMU"
AT,25514,2016,"ERU - Converted from an RMU"
FI,37545,2016,"ERU - Converted from an RMU"
SK,12757,2016,"ERU - Converted from an RMU"
RO,12757,2016,"ERU - Converted from an RMU"
NO,12757,2016,"ERU - Converted from an RMU"
SI,40446663,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,11363473,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
LV,331212209,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
FR,31922272,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
ES,28646956,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
SE,23176127,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
PL,27307782,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
HU,406432812,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
AT,371205581,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
IM,5791245,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
KR,4871,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
US,147648910,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,20616881,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
JE,10019137,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
IM,5139463,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,22194655,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
DE,40872174,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
BE,17709796,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
IT,13085196,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,4493007,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
PT,33562564,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
PT,7535396,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
ES,12576975,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
IT,77368099,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
MT,1734800,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,190575705,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
PL,7713587,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
IE,13290691,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
NL,89209600,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
IS,105659,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
GR,315351445,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
DK,7912864,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
SE,11023708,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,107668995,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
HU,6628920,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
EE,385772640,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
SI,6831278,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
SI,18652937,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
BG,336800172,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
NL,38028915,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,8679214,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
NL,22637620,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,171027778,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
AT,4026085,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
FR,13093416,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
PT,13172170,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
NO,10318332,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,24346240,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,773863,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,786248,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,1953673,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
LT,6758097,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
SI,147590083,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
BG,62965021,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
NO,7428513,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
DK,8562461,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
LT,1275031,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
CZ,63220235,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
BG,398920715,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
GR,3312367,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,485301,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
LV,341220048,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
LT,406269561,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
CZ,6360452,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,870688,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,1735721,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
FI,56533041,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
IE,324501534,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
EE,11024694,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
IE,3981308,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
HU,6778172,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
HU,374396224,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
AT,20202934,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
FI,16452301,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
GR,4183406,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,5584944,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
GR,13233062,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
SK,24624335,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
SK,8815873,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
LV,6665551,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,163941735,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
,15466174,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
SI,7140210,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
FI,12064686,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
AT,4338393,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
BG,6362870,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
EE,6354272,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
IE,4704929,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
LV,6372372,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
TR,57477,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
MT,36965,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
JE,2405479,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
US,45769917,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
US,4468507,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
US,863594,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
,37751190,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,12904007,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,6863054,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,11292351,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,7022133,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,8584701,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,1396880,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
SI,32044161,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,4034470,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,12421619,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
US,5176224,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
MG,2149,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
HU,28987605,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,57914262,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
BM,191,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
BM,243,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
EG,5,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
US,930424,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
UA,370,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
SA,5196,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
TN,3001,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
GG,3,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
JE,4610082,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
JE,1455495,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
BG,35473122,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
CA,383824,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
PK,205,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
PK,60,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
US,6213,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
,567208925,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,274120,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,3133577,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
IL,328,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
US,7250959,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
TR,498765,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
DK,45375058,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
JE,80088,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,178773623,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
JE,1111783,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
CZ,12912307,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
LT,102602229,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
LV,62752966,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
KY,121379,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
MT,107000,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
KY,215019,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
,80132527,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
DK,274751398,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
DK,317384435,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,173396151,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,135447542,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
,1067948079,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,128365605,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
PT,312614565,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
GB,1535739079,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
FR,954157292,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
ES,718997693,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
SK,265215605,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
IT,601044431,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
FI,427563563,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
PL,742518780,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
DE,1410560494,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
SE,524033790,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
NL,615554961,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,92874859,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
LV,224671541,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
NO,240638040,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
CZ,414606197,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
BG,239578528,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
,647378388,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,81377143,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
PT,255733748,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
GB,1130964546,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
FR,703096148,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
ES,548791400,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
DK,253448153,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
SK,235343497,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
IT,309592150,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
FI,357865455,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
PL,573209984,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
DE,976916166,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
SE,427535635,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
NL,467923199,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,63226895,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
LV,192428069,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
NO,190833611,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
CZ,353901598,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
BG,203911111,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
AT,302776584,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
CY,123528111,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
GR,245455454,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
IE,281555820,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
HU,325992931,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
LT,303682981,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
EE,259843267,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
AT,253567009,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
CY,116782165,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
GR,216450824,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
IE,212306511,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
HU,270366497,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
LT,257483167,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
EE,209709272,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
CY,163806410,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
EE,364900316,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
GB,1200368180,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,105896078,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
PT,322801484,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
NL,490788962,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
SE,463836903,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
AT,230710600,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
FR,667976639,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
ES,608498378,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
CY,68036064,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
GR,206384121,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
NO,248786994,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
IT,239362749,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
PL,615745945,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
SK,241433051,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
DE,835074909,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
IE,188856834,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
HU,272883856,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,85540662,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
LT,234536313,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
,541619604,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
LV,179054154,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
BG,189925738,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
EE,180078200,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
CZ,402701283,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
FI,394945094,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
SI,84150361,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
SI,72408680,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
SI,92073919,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
BE,480904991,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,218223745,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,7639882,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
LV,17396305,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
BE,337903369,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,199730092,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
BG,104777767,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
AT,147812661,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
GR,113389739,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
FI,199159781,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
DK,145451291,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,19921622,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,146500447,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
DE,558247754,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
NL,228613329,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
IE,137174792,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
,286092521,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
EE,43415863,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
HU,153831202,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
LT,102957976,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
LV,89544225,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,7465456,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
SE,243302150,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
NO,145311339,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,240545806,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,166183496,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
LT,20861289,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
PT,136098618,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
GB,475714665,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
FR,385361885,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
ES,317991691,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
SK,133561323,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
IT,131007986,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
PL,356396622,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
CZ,183598854,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,57371716,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,6687645,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,5911809,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
BG,6769237,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,3398650,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
SK,4617377,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,3227161,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
US,12703898,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
US,13362423,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
US,68177953,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
US,32384661,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
IS,267971,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
IS,103098,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
EE,101234204,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,28608002,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,8297148,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
BE,357065047,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
BE,300332250,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
SI,113542643,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,43097377,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
KY,904874,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,108299959,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
AE,3095635,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
AE,2652163,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
HK,1074014,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
HK,2429911,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
MY,1007782,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
AE,673198,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
AE,7041762,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
HK,291873,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,21964426,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
HK,1799131,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
AE,4387715,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
LB,4001,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
CY,233777151,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
CA,103253,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,5609798,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
TH,160000,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
TR,2258134,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
TR,1276603,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
JP,1000910,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
